,video_card_name,pasmark_gd3_mark,rank,videocard_value,price_usd
848,Intel Arc Pro B50,12174,241,NA,NA
849,Intel Arc Pro B60,14435,180,NA,NA
850,Intel B43 Express Chipset,138,2253,NA,NA
851,Intel Coffee Lake UHD,1158,1277,NA,NA
852,Intel Extreme Controller,1,2805,NA,NA
853,Intel G33/G31 Express,34,2567,NA,NA
854,Intel G35 Express,96,2372,NA,NA
855,Intel G41 Express Chipset,152,2214,NA,NA
856,Intel G41 Express-Chipsatz,57,2480,NA,NA
857,Intel G45/G43 Express Chipset,146,2229,NA,NA
858,Intel G45/G43/G41 Express Chipset,67,2452,NA,NA
859,Intel G965 Express,195,2159,NA,NA
860,Intel GMA 3150 Express,2,2796,NA,NA
861,Intel Graphics,3168,719,NA,NA
862,Intel Haswell HD - GT1,123,2295,NA,NA
863,Intel Haswell HD - GT2,139,2250,NA,NA
864,Intel HD 500,301,2044,NA,NA
865,Intel HD 505,361,1989,NA,NA
866,Intel HD 510,621,1682,NA,NA
867,Intel HD 515,637,1659,NA,NA
868,Intel HD 520,860,1443,NA,NA
869,Intel HD 530,990,1361,NA,NA
870,Intel HD 610,676,1622,NA,NA
871,Intel HD 615,690,1605,NA,NA
872,Intel HD 630,1110,1292,NA,NA
873,Intel HD 2000,213,2134,NA,NA
874,Intel HD 3000,261,2087,0.28,$945.00*
875,Intel HD 4000,343,2000,0.22,"$1,592.95*"
876,Intel HD 4400,529,1808,NA,NA
877,Intel HD 4600,630,1671,NA,NA
878,Intel HD 4600 manual-gen9_2015-134121,619,1684,NA,NA
879,Intel HD 5000,586,1728,0.94,$625.00*
880,Intel HD 5200,830,1468,NA,NA
881,Intel HD 5300,407,1945,NA,NA
882,Intel HD 5500,596,1713,NA,NA
883,Intel HD 5600,1868,1006,NA,NA
884,Intel HD 6000,875,1433,NA,NA
885,Intel HD Family,464,1892,NA,NA
886,Intel HD Graphics 620,919,1404,NA,NA
887,Intel HD manual-15.28-1861,62,2465,NA,NA
888,Intel HD manual-gen9_2015-133271,165,2203,NA,NA
889,Intel HD Modded,112,2328,NA,NA
890,Intel HD P530,1153,1278,NA,NA
891,Intel HD P630,1280,1223,NA,NA
892,Intel HD P3000,282,2063,NA,NA
893,Intel HD P4000,516,1828,NA,NA
894,Intel HD P4600,505,1841,NA,NA
895,Intel HD P4600/P4700,630,1672,NA,NA
896,Intel Infoshock HD,193,2163,NA,NA
897,Intel Iris 540,1272,1226,NA,NA
898,Intel Iris 550,1450,1173,NA,NA
899,Intel Iris 650,1432,1179,NA,NA
900,Intel Iris 5100,729,1570,NA,NA
901,Intel Iris 6100,901,1415,NA,NA
902,Intel Iris Plus,1791,1040,NA,NA
903,Intel Iris Plus 640,1355,1200,NA,NA
904,Intel Iris Plus 645,1750,1052,NA,NA
905,Intel Iris Plus 650,1595,1120,NA,NA
906,Intel Iris Plus 655,1729,1057,NA,NA
907,Intel Iris Pro 580,1983,966,NA,NA
908,Intel Iris Pro 5200,1166,1271,NA,NA
909,Intel Iris Pro 6100,925,1402,NA,NA
910,Intel Iris Pro Graphics 6200,1537,1144,NA,NA
911,Intel Iris Pro P580,2025,951,NA,NA
912,Intel Iris Pro P6300,1582,1125,NA,NA
913,Intel Iris Xe,2615,797,NA,NA
914,Intel Iris Xe MAX,1858,1015,NA,NA
915,Intel Iris Xe MAX 100,1964,975,NA,NA
916,Intel Media Accelerator,32,2582,NA,NA
917,Intel Media Accelerator 500,3,2764,NA,NA
918,Intel Media Accelerator 600,6,2681,NA,NA
919,Intel Media Accelerator 3150,2,2781,NA,NA
920,Intel Media Accelerator HD,109,2337,NA,NA
921,Intel Poison Ivy,738,1562,NA,NA
922,Intel Q33 Express,7,2680,NA,NA
923,Intel Q35 Embedded,8,2667,NA,NA
924,Intel Q35 Express,58,2476,NA,NA
925,Intel Q45/Q43 Express Chipset,202,2150,NA,NA
926,Intel Q45/Q43 Express-Chipsatz,57,2481,NA,NA
927,Intel Q965/Q963 Express,119,2304,NA,NA
928,Intel Skylake HD DT GT2,576,1744,NA,NA
929,Intel UHD 630,614,1696,NA,NA
930,Intel UHD 770,790,1503,NA,NA
931,Intel UHD Graphics,1514,1150,NA,NA
932,Intel UHD Graphics 600,311,2040,NA,NA
933,Intel UHD Graphics 605,364,1987,NA,NA
934,Intel UHD Graphics 610,686,1608,NA,NA
935,Intel UHD Graphics 615,717,1586,NA,NA
936,Intel UHD Graphics 617,814,1482,NA,NA
937,Intel UHD Graphics 620,1041,1332,NA,NA
938,Intel UHD Graphics 630,1228,1243,NA,NA
939,Intel UHD Graphics 710,1049,1328,NA,NA
940,Intel UHD Graphics 730,1539,1141,NA,NA
941,Intel UHD Graphics 750,1696,1067,NA,NA
942,Intel UHD Graphics 770,1911,993,NA,NA
943,Intel UHD Graphics P630,1798,1036,NA,NA
944,Intel UHD Graphics P750,1668,1079,NA,NA
945,Intel US15 Embedded Media and Controller,7,2677,NA,NA
946,ION,108,2339,0.47,$229.99*
947,ION LE,97,2368,NA,NA
948,L4,10153,289,NA,NA
949,L4-1B,1263,1228,NA,NA
950,L4-1Q,258,2090,NA,NA
951,L4-2A,3063,737,NA,NA
952,L4-2B,1674,1076,NA,NA
953,L4-2Q,4062,608,NA,NA
954,L4-4Q,4942,537,NA,NA
955,L4-6Q,4473,575,NA,NA
956,L4-8Q,7114,388,NA,NA
957,L40-4Q,32600,11,NA,NA
958,L40-8Q,11670,257,NA,NA
959,L40-48Q,33269,10,NA,NA
960,L40S,20022,92,NA,NA
961,L40S-1Q,2046,944,NA,NA
962,L40S-4Q,7687,373,NA,NA
963,L40S-8Q,5414,493,NA,NA
964,L40S-12Q,5325,499,NA,NA
965,L40S-24Q,3257,703,NA,NA
966,LuminonCore IDDCX Adapter,6479,420,NA,NA
967,M860G with Mobility Radeon 4100,75,2427,NA,NA
968,M880G with Mobility Radeon HD 4200,92,2382,NA,NA
969,M880G with Mobility Radeon HD 4225,71,2438,NA,NA
970,M880G with Mobility Radeon HD 4250,104,2350,NA,NA
971,Master X3100 Driver,10,2659,NA,NA
972,Matrox C420 LP PCIe x16,597,1712,NA,NA
973,Matrox C680 PCIe x16,1803,1032,NA,NA
974,Matrox C900 PCIe x16,1812,1028,NA,NA
975,Matrox G200e WDDM 1.2,59,2472,NA,NA
976,Matrox G200e WDDM 2.0,100,2362,NA,NA
977,Matrox G200eh,40,2537,NA,NA
978,Matrox G200eh WDDM 1.2,51,2492,NA,NA
979,Matrox G200eh WDDM 2.0,54,2486,NA,NA
980,Matrox G200eR,36,2558,NA,NA
981,Matrox G200eR WDDM 1.2,45,2519,NA,NA
982,Matrox G200eR WDDM 2.0,67,2453,NA,NA
983,Matrox G200eW,39,2542,NA,NA
984,Matrox G200eW3 WDDM 2.0,89,2392,NA,NA
985,Matrox G200eW WDDM 1.2,50,2503,NA,NA
986,Matrox LUMA A310,3690,651,NA,NA
987,Matrox LUMA A310F,3873,627,NA,NA
988,Matrox LUMA A380P,5811,459,NA,NA
989,Matrox M9120 PCIe x16,19,2630,NA,NA
990,Matrox M9120 Plus LP PCIe x16,25,2608,NA,NA
991,Matrox M9125 PCIe x16,25,2610,NA,NA
992,Matrox M9128 LP PCIe x16,31,2588,NA,NA
993,Matrox M9138 LP PCIe x16,433,1922,NA,NA
994,Matrox M9140 LP PCIe x16,23,2621,NA,NA
995,Matrox M9148 LP PCIe x16,40,2539,NA,NA
996,Matrox M9188 ATX PCIe x16,45,2518,NA,NA
997,Matrox Millennium P650 PCIe 128,5,2709,NA,NA
998,Matrox Millennium P690 PCIe x16,366,1983,NA,NA
999,Matrox Millennium P690 Plus LP PCIe x16,6,2683,NA,NA
1000,Matrox Parhelia 128MB,3,2766,0.01,$393.99*
1001,Matrox Parhelia 256MB,9,2661,NA,NA
1002,Matrox Parhelia APVe,5,2702,NA,NA
1003,MEDION RADEON 9800 XXL,71,2437,NA,NA
1004,MEDION RADEON X740XL,94,2376,NA,NA
1005,Meta Virtual Monitor,23014,60,NA,NA
1006,Meta Virtual Monitor Ryzen 5 5625U,1008,1345,NA,NA
1007,Meta Virtual Monitor Ryzen 7 5700U,2235,892,NA,NA
1008,Mi Pad 5 Adreno 640 GPU,659,1634,NA,NA
1009,Miracast display port driver V3,8421,342,NA,NA
1010,Mirage Driver,1261,1229,NA,NA
1011,MirrorOp Virtual Adaptor,4005,613,NA,NA
1012,MirrorOp Virtual Adaptor Ryzen 7 PRO 5850U,1859,1013,NA,NA
1013,MIRRORV3,1080,1306,NA,NA
1014,Mobile Intel965 Express,17,2640,NA,NA
1015,Mobile Intel 4 Express-Chipsatzfamilie,44,2525,NA,NA
1016,Mobile Intel 45 Express,38,2550,NA,NA
1017,Mobile Intel 45 Express-Chipsatzfamilie,117,2310,NA,NA
1018,Mobile Intel 915GM/GMS/910GML Express,1,2809,NA,NA
1019,Mobile Intel 945 Express,1,2808,NA,NA
1020,Mobile Intel 945GM Express,5,2697,NA,NA
1021,Mobile Intel 945GM/GU Express,5,2710,NA,NA
1022,Mobile Intel 965 Express,46,2516,NA,NA
1023,Mobile Intel 965 Express - BR-0907-0461 v1839,8,2669,NA,NA
1024,Mobile Intel 965 Express-Chipsatzfamilie,24,2618,NA,NA
1025,Mobile Intel - famiglia Express Chipset 45,38,2547,NA,NA
1026,Mobile Intel HD,244,2102,0.51,$479.98*
1027,Mobile Intel serie 4 Express,44,2524,NA,NA
1028,MOBILITY FIREGL 7800,4,2723,NA,NA
1029,MOBILITY FIREGL T2,40,2536,NA,NA
1030,MOBILITY FIREGL T2/T2e,33,2576,NA,NA
1031,MOBILITY FireGL V3200,62,2467,NA,NA
1032,MOBILITY FireGL V5000,81,2413,NA,NA
1033,MOBILITY FireGL V5200,44,2521,NA,NA
1034,MOBILITY FireGL V5250,27,2599,NA,NA
1035,Mobility FireGL V5725,219,2128,NA,NA
1036,MOBILITY IGP 9000/9100,10,2660,NA,NA
1037,Mobility Radeon 4100,81,2417,NA,NA
1038,MOBILITY RADEON 7000 IGP,6,2689,NA,NA
1039,MOBILITY RADEON 7500,3,2760,NA,NA
1040,MOBILITY RADEON 9000,3,2770,NA,NA
1041,MOBILITY RADEON 9000 IGP,7,2672,NA,NA
1042,MOBILITY RADEON 9000/9100 IGP,5,2701,NA,NA
1043,MOBILITY RADEON 9100 IGP,2,2780,NA,NA
1044,MOBILITY RADEON 9200,3,2779,NA,NA
1045,MOBILITY RADEON 9550,30,2593,NA,NA
1046,MOBILITY RADEON 9600,36,2562,NA,NA
1047,MOBILITY RADEON 9600 PRO TURBO,24,2614,NA,NA
1048,MOBILITY RADEON 9600/9700,39,2545,NA,NA
1049,MOBILITY RADEON 9700,27,2598,NA,NA
1050,MOBILITY RADEON 9800,46,2515,NA,NA
1051,Mobility Radeon HD 530v,174,2186,NA,NA
1052,Mobility Radeon HD 540v,188,2171,NA,NA
1053,Mobility Radeon HD 545v,199,2153,NA,NA
1054,Mobility Radeon HD 550v,266,2080,NA,NA
1055,Mobility Radeon HD 560v,318,2032,NA,NA
1056,Mobility Radeon HD 565v,353,1994,NA,NA
1057,Mobility Radeon HD 2300,50,2500,NA,NA
1058,Mobility Radeon HD 2400,89,2391,NA,NA
1059,Mobility Radeon HD 2400 XT,102,2357,NA,NA
1060,Mobility Radeon HD 2600,167,2198,NA,NA
1061,Mobility Radeon HD 2600 XT,191,2166,NA,NA
1062,Mobility Radeon HD 3400 Serisi,111,2331,NA,NA
1063,Mobility Radeon HD 3410,62,2464,NA,NA
1064,Mobility Radeon HD 3430,98,2367,NA,NA
1065,Mobility Radeon HD 3450,91,2388,NA,NA
1066,Mobility Radeon HD 3470,93,2379,NA,NA
1067,Mobility Radeon HD 3470 Hybrid X2,93,2378,NA,NA
1068,Mobility Radeon HD 3650,139,2249,1.90,$73.53*
1069,Mobility Radeon HD 3670,232,2113,NA,NA
1070,Mobility Radeon HD 3850,365,1985,NA,NA
1071,Mobility Radeon HD 3870,547,1786,NA,NA
1072,Mobility Radeon HD 3870 X2,477,1873,NA,NA
1073,Mobility Radeon HD 4200,90,2390,NA,NA
1074,Mobility Radeon HD 4225,66,2459,NA,NA
1075,Mobility Radeon HD 4250,98,2365,NA,NA
1076,Mobility Radeon HD 4270,92,2381,NA,NA
1077,Mobility Radeon HD 4300 Serisi,73,2433,NA,NA
1078,Mobility Radeon HD 4330,135,2261,NA,NA
1079,Mobility Radeon HD 4350,148,2222,NA,NA
1080,Mobility Radeon HD 4550,191,2168,NA,NA
1081,Mobility Radeon HD 4570,149,2219,1.97,$75.90*
1082,Mobility Radeon HD 4650,401,1952,NA,NA
1083,Mobility Radeon HD 4670,463,1895,NA,NA
1084,Mobility Radeon HD 4830,511,1832,NA,NA
1085,Mobility Radeon HD 4850,866,1439,NA,NA
1086,Mobility Radeon HD 4870,719,1581,NA,NA
1087,Mobility Radeon HD 5000,773,1523,NA,NA
1088,Mobility Radeon HD 5000 Serisi,478,1871,NA,NA
1089,Mobility Radeon HD 5165,284,2060,NA,NA
1090,Mobility Radeon HD 5430,181,2175,NA,NA
1091,Mobility Radeon HD 5450,214,2133,NA,NA
1092,Mobility Radeon HD 5470,236,2109,NA,NA
1093,Mobility Radeon HD 5570,525,1814,NA,NA
1094,Mobility Radeon HD 5650,440,1916,NA,NA
1095,Mobility Radeon HD 5730,507,1838,NA,NA
1096,Mobility Radeon HD 5850,763,1533,NA,NA
1097,Mobility Radeon HD 5870,1078,1308,NA,NA
1098,Mobility Radeon HD serie 4200,96,2373,NA,NA
1099,MOBILITY RADEON X300,33,2575,NA,NA
1100,MOBILITY RADEON X600,50,2502,NA,NA
1101,MOBILITY RADEON X600 SE,49,2505,NA,NA
1102,MOBILITY RADEON X700,66,2456,NA,NA
1103,MOBILITY RADEON X700 XL,59,2469,NA,NA
1104,Mobility Radeon X1300,39,2543,NA,NA
1105,Mobility Radeon X1350,39,2541,NA,NA
1106,Mobility Radeon X1400,42,2528,NA,NA
1107,Mobility Radeon X1450,33,2579,NA,NA
1108,Mobility Radeon X1600,92,2384,NA,NA
1109,Mobility Radeon X1700,104,2347,NA,NA
1110,MOBILITY RADEON X1800,130,2272,NA,NA
1111,Mobility Radeon X1900,134,2262,NA,NA
1112,Mobility Radeon X2300,48,2509,NA,NA
1113,Mobility Radeon X2300 HD,48,2508,NA,NA
1114,Mobility Radeon X2500,81,2412,NA,NA
1115,MOBILITY RADEON XPRESS 200,27,2602,NA,NA
1116,Mobility Radeon. HD 5470,215,2132,NA,NA
1117,MOBILITY/RADEON 9000,4,2743,NA,NA
1118,MONSTER GeForce GTX 675M,2637,796,NA,NA
1119,Moore Threads MTT S70,1914,992,NA,NA
1120,Moore Threads S3000 MTvGPU-1132,1997,960,NA,NA
1121,MS Idd Device,476,1876,NA,NA
1122,MxGPU,1282,1221,NA,NA
1123,N16P-GX,1204,1254,NA,NA
1124,N18E-Q1,2525,824,NA,NA
1125,nForce 750a SLI,83,2407,NA,NA
1126,nForce 760i SLI,140,2248,NA,NA
1127,nForce 780a SLI,92,2385,NA,NA
1128,nForce 980a/780a SLI,164,2206,NA,NA
1129,NV44,15,2644,NA,NA
1130,NVIDIA A10,21687,76,NA,NA
1131,NVIDIA A10-4Q,2756,774,NA,NA
1132,NVIDIA A10G,17660,117,NA,NA
1133,NVIDIA A40,13900,191,NA,NA
1134,NVIDIA A40-4Q,4406,586,NA,NA
1135,NVIDIA A40-8Q,4251,601,NA,NA
1136,NVIDIA A40-12Q,4335,593,NA,NA
1137,NVIDIA GeForce3 Ti200,5,2699,NA,NA
1138,nVidia L40,27355,32,NA,NA
1139,NVIDIA TITAN X,13659,199,22.46,$608.10*
1140,NVIDIA TITAN Xp,18761,107,11.41,"$1,645.00*"
1141,NVS 300,120,2300,1.92,$62.97*
1142,NVS 310,283,2061,3.13,$90.71
1143,NVS 315,338,2007,4.83,$69.99*
1144,NVS 510,678,1620,6.05,$111.99*
1145,NVS 810,1189,1260,1.90,$624.99*
1146,NVS 2100M,136,2258,NA,NA
1147,NVS 3100M,125,2289,NA,NA
1148,NVS 4200M,310,2042,0.78,$399.00*
1149,NVS 5100M,199,2152,NA,NA
1150,NVS 5200M,496,1853,NA,NA
1151,NVS 5400M,616,1691,NA,NA
1152,OPAL XT/GL,1053,1323,NA,NA
1153,P102-100,3300,700,NA,NA
1154,P104-100,3677,656,12.26,$299.99*
1155,P106-090,2684,790,NA,NA
1156,P106-100,6656,408,NA,NA
1157,Parsec Virtual Display Adapter,21608,77,NA,NA
1158,Parsec Virtual Display Adapter Ryzen 5 3400G,2148,918,NA,NA
1159,Parsec Virtual Display Adapter Ryzen 5 5600GT,2712,786,NA,NA
1160,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C3 Ryzen,1653,1087,NA,NA
1161,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C7 Ryzen,4338,592,NA,NA
1162,PHDGD Ivy 4,374,1976,NA,NA
1163,PHDGD Ivy 5,445,1913,NA,NA
1164,PHDGD Quantic C3,116,2311,NA,NA
1165,PHDGD Sapphire GR for Mobile Intel 965,25,2607,NA,NA
1166,PHDGD Solo 1.2.0 x86,11,2657,NA,NA
1167,PHDGD Solo 2 x64,20,2629,NA,NA
1168,Q12U-1,5164,512,NA,NA
1169,Quadro2 MXR/EX,4,2733,NA,NA
1170,Quadro2 Pro,1,2816,NA,NA
1171,Quadro4 380 XGL,6,2684,NA,NA
1172,Quadro4 900 XGL,4,2716,NA,NA
1173,Quadro4 980 XGL,5,2714,0.01,$341.43*
1174,Quadro 280 NVS PCIe,5,2698,NA,NA
1175,Quadro 400,148,2221,0.70,$211.00*
1176,Quadro 410,429,1926,3.33,$129.00*
1177,Quadro 500M,570,1752,2.07,$275.14*
1178,Quadro 600,520,1820,6.85,$76.00*
1179,Quadro 1000M,553,1778,10.16,$54.50*
1180,Quadro 1100M,755,1544,NA,NA
1181,Quadro 2000,945,1390,4.44,$213.23*
1182,Quadro 2000 D,1239,1234,NA,NA
1183,Quadro 2000D,980,1366,1.73,$566.12*
1184,Quadro 2000M,757,1541,3.30,$229.74*
1185,Quadro 2100M,1100,1295,NA,NA
1186,Quadro 3000M,1005,1348,14.37,$69.99*
1187,Quadro 4000,1473,1166,2.98,$495.00*
1188,Quadro 4000M,1287,1218,5.55,$232.06*
1189,Quadro 5000,1963,976,0.90,"$2,170.44"
1190,Quadro 5000M,2059,940,NA,NA
1191,Quadro 5010M,1691,1071,7.17,$235.95*
1192,Quadro 6000,2692,788,0.66,"$4,092.38*"
1193,Quadro 7000,3505,674,NA,NA
1194,Quadro CX,947,1386,6.32,$149.95*
1195,Quadro FX 350,85,2397,NA,NA
1196,Quadro FX 350M,44,2523,NA,NA
1197,Quadro FX 360M,86,2395,NA,NA
1198,Quadro FX 370,83,2405,0.67,$125.00*
1199,Quadro FX 370 Low Profile,102,2354,NA,NA
1200,Quadro FX 370 LP,108,2340,NA,NA
1201,Quadro FX 370M,93,2380,NA,NA
1202,Quadro FX 380,206,2145,1.02,$201.63
1203,Quadro FX 380 LP,144,2235,NA,NA
1204,Quadro FX 380M,120,2301,NA,NA
1205,Quadro FX 500/600 PCI,14,2646,NA,NA
1206,Quadro FX 500/FX 600,7,2675,NA,NA
1207,Quadro FX 540,80,2419,1.35,$59.99*
1208,Quadro FX 550,63,2463,0.22,$287.82*
1209,Quadro FX 560,113,2321,0.76,$150.25*
1210,Quadro FX 570,257,2092,2.24,$115.00*
1211,Quadro FX 570M,99,2363,NA,NA
1212,Quadro FX 580,188,2172,1.45,$130.00*
1213,Quadro FX 770M,212,2135,0.40,$527.00*
1214,Quadro FX 880M,236,2108,NA,NA
1215,Quadro FX 1000,34,2571,NA,NA
1216,Quadro FX 1100,35,2563,0.17,$212.99*
1217,Quadro FX 1300,34,2570,NA,NA
1218,Quadro FX 1400,124,2292,0.51,$245.01*
1219,Quadro FX 1500,169,2194,0.36,$474.32
1220,Quadro FX 1500M,171,2189,NA,NA
1221,Quadro FX 1600M,194,2161,1.30,$149.90*
1222,Quadro FX 1700,211,2138,0.60,$350.14*
1223,Quadro FX 1700M,172,2188,NA,NA
1224,Quadro FX 1800,395,1956,2.93,$135.00*
1225,Quadro FX 1800M,485,1865,NA,NA
1226,Quadro FX 2000,18,2637,NA,NA
1227,Quadro FX 2500M,217,2129,12.45,$17.50*
1228,Quadro FX 2700,543,1795,NA,NA
1229,Quadro FX 2700M,366,1982,3.67,$99.95*
1230,Quadro FX 2800M,414,1941,2.18,$190.00*
1231,Quadro FX 3000,69,2449,0.41,$166.61*
1232,Quadro FX 3400/4400,104,2349,NA,NA
1233,Quadro FX 3450,148,2220,1.24,$119.99*
1234,Quadro FX 3450/4000 SDI,205,2146,NA,NA
1235,Quadro FX 3500,265,2082,3.84,$68.98*
1236,Quadro FX 3500M,306,2043,3.06,$99.99*
1237,Quadro FX 3600M,466,1888,NA,NA
1238,Quadro FX 3700,371,1978,1.74,$213.27*
1239,Quadro FX 3700M,450,1905,0.49,$925.00*
1240,Quadro FX 3800,823,1474,3.18,$259.13*
1241,Quadro FX 3800M,556,1773,NA,NA
1242,Quadro FX 4000,101,2361,NA,NA
1243,Quadro FX 4500,227,2116,1.34,$169.00*
1244,Quadro FX 4500 X2,236,2110,NA,NA
1245,Quadro FX 4600,402,1950,1.21,$333.25*
1246,Quadro FX 4700 X2,676,1624,NA,NA
1247,Quadro FX 4800,1007,1346,0.61,"$1,660.81*"
1248,Quadro FX 5500,242,2104,0.12,"$1,999.00*"
1249,Quadro FX 5600,525,1815,1.78,$295.00*
1250,Quadro FX 5800,1210,1251,4.42,$274.00*
1251,Quadro FX Go1400,101,2358,NA,NA
1252,Quadro GP100,13735,195,NA,NA
1253,Quadro GV100,18880,104,2.10,"$8,999.00*"
1254,Quadro K420,724,1574,2.69,$269.00*
1255,Quadro K510M,641,1658,NA,NA
1256,Quadro K600,721,1578,11.97,$60.24*
1257,Quadro K610M,712,1590,2.97,$240.00*
1258,Quadro K620,2210,900,1.09,"$2,029.99*"
1259,Quadro K620M,1171,1268,NA,NA
1260,Quadro K1000M,753,1546,10.77,$69.95*
1261,Quadro K1100M,1088,1301,3.37,$322.99*
1262,Quadro K1200,2961,749,10.38,$285.29*
1263,Quadro K2000,1582,1124,5.38,$294.00*
1264,Quadro K2000D,1606,1109,4.73,$339.99*
1265,Quadro K2000M,998,1357,6.94,$144.04*
1266,Quadro K2100M,1370,1193,3.30,$415.99*
1267,Quadro K2200,3581,662,13.35,$268.30*
1268,Quadro K2200M,3533,669,28.28,$124.95*
1269,Quadro K3000M,1619,1100,3.97,$407.56*
1270,Quadro K3100M,2282,873,5.71,$399.95*
1271,Quadro K4000,2716,785,10.06,$270.00*
1272,Quadro K4000M,2049,942,8.07,$254.00*
1273,Quadro K4100M,2802,769,10.73,$261.29*
1274,Quadro K4200,4335,594,17.41,$249.00*
1275,Quadro K5000,3995,615,16.05,$249.00*
1276,Quadro K5000M,2804,768,5.51,$508.91*
1277,Quadro K5100M,3275,702,2.95,"$1,108.84*"
1278,Quadro K5200,6164,438,14.85,$415.00*
1279,Quadro K6000,8006,357,38.01,$210.66*
1280,Quadro M500M,1178,1263,NA,NA
1281,Quadro M520,1916,990,NA,NA
1282,Quadro M600M,2240,890,8.89,$251.99*
1283,Quadro M620,2765,773,NA,NA
1284,Quadro M1000M,2834,763,32.96,$85.99*
1285,Quadro M1200,3211,712,NA,NA
1286,Quadro M2000,4030,611,15.25,$264.24*
1287,Quadro M2000M,3407,684,15.99,$213.16*
1288,Quadro M2200,4290,597,17.16,$249.99*
1289,Quadro M3000M,5541,479,34.64,$159.95*
1290,Quadro M4000,6669,406,29.12,$229.00*
1291,Quadro M4000M,6074,444,23.83,$254.91*
1292,Quadro M5000,9401,314,18.84,$499.00*
1293,Quadro M5000M,7076,391,12.94,$546.92*
1294,Quadro M5500,7915,361,NA,NA
1295,Quadro M6000,11767,253,2.39,"$4,933.21*"
1296,Quadro M6000 24GB,11566,262,NA,NA
1297,Quadro NVS 55/280 PCI,6,2692,NA,NA
1298,Quadro NVS 110M,47,2512,NA,NA
1299,Quadro NVS 120M,46,2514,NA,NA
1300,Quadro NVS 130M,97,2371,NA,NA
1301,Quadro NVS 135M,50,2501,NA,NA
1302,Quadro NVS 140M,78,2423,NA,NA
1303,Quadro NVS 150M,70,2443,NA,NA
1304,Quadro NVS 160M,145,2233,NA,NA
1305,Quadro NVS 210S,23,2619,NA,NA
1306,Quadro NVS 210S / GeForce 6150LE,20,2628,NA,NA
1307,Quadro NVS 280 PCI,8,2670,0.06,$130.00*
1308,Quadro NVS 280 SD,2,2798,NA,NA
1309,Quadro NVS 285,44,2526,0.26,$169.86*
1310,Quadro NVS 285 128MB,38,2549,0.70,$55.00*
1311,Quadro NVS 290,228,2115,3.86,$59.00*
1312,Quadro NVS 295,113,2322,1.81,$63.00*
1313,Quadro NVS 320M,208,2143,NA,NA
1314,Quadro NVS 420,137,2256,0.91,$150.00*
1315,Quadro NVS 440,37,2554,0.16,$228.87*
1316,Quadro NVS 450,66,2455,0.14,$489.24
1317,Quadro NVS 510M,238,2106,NA,NA
1318,Quadro P400,1660,1084,8.25,$201.17*
1319,Quadro P500,1645,1090,NA,NA
1320,Quadro P520,2021,952,1.35,"$1,499.00*"
1321,Quadro P600,3324,694,15.79,$210.58*
1322,Quadro P620,3700,647,6.44,$574.55*
1323,Quadro P1000,4495,572,15.50,$289.99*
1324,Quadro P2000,6979,395,15.88,$439.60*
1325,Quadro P2000 with Max-Q Design,5341,497,NA,NA
1326,Quadro P2200,9397,315,20.44,$459.80*
1327,Quadro P3000,6386,423,NA,NA
1328,Quadro P3200,8551,338,21.97,$389.30*
1329,Quadro P3200 with Max-Q Design,9117,325,NA,NA
1330,Quadro P4000,11445,265,20.58,$556.19*
1331,Quadro P4000 with Max-Q Design,9082,327,NA,NA
1332,Quadro P4200,10379,286,NA,NA
1333,Quadro P4200 with Max-Q Design,11562,263,NA,NA
1334,Quadro P5000,12681,228,6.79,"$1,868.99*"
1335,Quadro P5200,11593,261,NA,NA
1336,Quadro P5200 with Max-Q Design,12414,235,NA,NA
1337,Quadro P6000,15527,157,4.78,"$3,250.00*"
1338,Quadro RTX 3000,10774,278,NA,NA
1339,Quadro RTX 3000 with Max-Q Design,8147,355,NA,NA
1340,Quadro RTX 4000,14904,172,16.58,$899.00*
1341,Quadro RTX 4000 (Mobile),11693,256,NA,NA
1342,Quadro RTX 4000 with Max-Q Design,12070,244,NA,NA
1343,Quadro RTX 5000,15369,160,NA,NA
1344,Quadro RTX 5000 (Mobile),14832,174,NA,NA
1345,Quadro RTX 5000 with Max-Q Design,12690,226,NA,NA
1346,Quadro RTX 6000,17844,116,2.83,"$6,300.00*"
1347,Quadro RTX 8000,19911,93,5.30,"$3,760.00*"
1348,Quadro T1000,6499,419,17.57,$369.99*
1349,Quadro T1000 with Max-Q Design,6678,405,NA,NA
1350,Quadro T2000,7285,387,13.79,$528.35*
1351,Quadro T2000 with Max-Q Design,6954,397,NA,NA
1352,Qualcomm Adreno 7c Gen 3 GPU,777,1514,NA,NA
1353,Qualcomm Adreno 7c+ Gen 3,701,1598,NA,NA
1354,Qualcomm Adreno 8cx Gen 3,1948,982,NA,NA
1355,Qualcomm Adreno 8cx Gen 3 GPU,1932,985,NA,NA
1356,Qualcomm Adreno 540 GPU,125,2287,NA,NA
1357,Qualcomm Adreno 618 GPU,128,2277,NA,NA
1358,Qualcomm Adreno 630 GPU,292,2049,NA,NA
1359,Qualcomm Adreno 675 GPU,539,1797,NA,NA
1360,Qualcomm Adreno 680 GPU,896,1421,NA,NA
1361,Qualcomm Adreno 685 GPU,899,1419,NA,NA
1362,Qualcomm Adreno 690 GPU,1087,1302,NA,NA
